g.name,gs.name,v.id
H4C11,all_G2M_transition,v_hs64b
RRM2,all_G2M_transition,v_hs64b
H4C4,all_G2M_transition,v_hs64b
CCNG2,all_G2M_transition,v_hs64b
CDC25A,all_G2M_transition,v_hs64b
H4C1,all_G2M_transition,v_hs64b
H4C7,all_G2M_transition,v_hs64b
H3-4,all_G2M_transition,v_hs64b
H2BS,all_G2M_transition,v_hs64b
H2BC19P,all_G2M_transition,v_hs64b
H2BW2,all_G2M_transition,v_hs64b
H2BC3,all_G2M_transition,v_hs64b
H2BC13,all_G2M_transition,v_hs64b
SLC46A1,iron_uptake_and_storage,v_hs54b
SCARA5,iron_uptake_and_storage,v_hs54b
FTMT,iron_uptake_and_storage,v_hs54b
LRP1,iron_uptake_and_storage,v_hs54b
SLC48A1,iron_uptake_and_storage,v_hs54b
CD163,iron_uptake_and_storage,v_hs54b
TF,iron_uptake_and_storage,v_hs54b
SLC25A28,iron_uptake_and_storage,v_hs54b
SLC40A1,iron_uptake_and_storage,v_hs54b
SLC39A14,iron_uptake_and_storage,v_hs54b
CP,iron_uptake_and_storage,v_hs54b
SLC11A1,iron_uptake_and_storage,v_hs54b
TFRC,iron_uptake_and_storage,v_hs54b
SLC25A37,iron_uptake_and_storage,v_hs54b
SLC11A2,iron_uptake_and_storage,v_hs54b
FLVCR1,iron_uptake_and_storage,v_hs54b
FTH1,iron_uptake_and_storage,v_hs54b
FTL,iron_uptake_and_storage,v_hs54b
TFR2,iron_uptake_and_storage,v_hs54b
IL10,B_effector_2_vs_all_B_positive,v_hs13b
IL6,B_effector_2_vs_all_B_positive,v_hs13b
CSF2,B_effector_2_vs_all_B_positive,v_hs13b
IL4,B_effector_2_vs_all_B_positive,v_hs13b
IL13,B_effector_2_vs_all_B_positive,v_hs13b
IL2,B_effector_2_vs_all_B_positive,v_hs13b
GPX6,ros_production,v_hs53b
GPX2,ros_production,v_hs53b
GPX1,ros_production,v_hs53b
GPX4,ros_production,v_hs53b
VCAN,ros_production,v_hs53b
SOD2,ros_production,v_hs53b
GPX5,ros_production,v_hs53b
GPX3,ros_production,v_hs53b
GPX8,ros_production,v_hs53b
GPX7,ros_production,v_hs53b
IL10,TH9_helper_vs_all_TNK_positive,v_hs70b
STAT3,TH9_helper_vs_all_TNK_positive,v_hs70b
RBPJ,TH9_helper_vs_all_TNK_positive,v_hs70b
IL9,TH9_helper_vs_all_TNK_positive,v_hs70b
NFATC1,TH9_helper_vs_all_TNK_positive,v_hs70b
NOTCH1,TH9_helper_vs_all_TNK_positive,v_hs70b
RELA,TH9_helper_vs_all_TNK_positive,v_hs70b
SPI1,TH9_helper_vs_all_TNK_positive,v_hs70b
GATA3,TH9_helper_vs_all_TNK_positive,v_hs70b
STAT6,TH9_helper_vs_all_TNK_positive,v_hs70b
CXCL13,Tumor_reactive_effector_vs_all_TNK_positive,v_hs72b
ITGAE,Tumor_reactive_effector_vs_all_TNK_positive,v_hs72b
ENTPD1,Tumor_reactive_effector_vs_all_TNK_positive,v_hs72b
IFNG,Tumor_reactive_effector_vs_all_TNK_positive,v_hs72b
GZMA,Tumor_reactive_effector_vs_all_TNK_positive,v_hs72b
TNFRSF18,Tumor_reactive_effector_vs_all_TNK_positive,v_hs72b
TNFRSF9,Tumor_reactive_effector_vs_all_TNK_positive,v_hs72b
MKI67,Tumor_reactive_effector_vs_all_TNK_positive,v_hs72b
IGHM,B_memory_non_switched_vs_all_B_positive,v_hs9b
JCHAIN,B_memory_non_switched_vs_all_B_positive,v_hs9b
CD1C,B_memory_non_switched_vs_all_B_positive,v_hs9b
CD38,B_memory_non_switched_vs_all_B_positive,v_hs9b
CD24,B_memory_non_switched_vs_all_B_positive,v_hs9b
IGHD,B_memory_non_switched_vs_all_B_positive,v_hs9b
CD27,B_memory_non_switched_vs_all_B_positive,v_hs9b
FCGR1B,M_mono_vs_all_myeloid_positive,v_hs45b
FCGR2A,M_mono_vs_all_myeloid_positive,v_hs45b
FCGR2B,M_mono_vs_all_myeloid_positive,v_hs45b
FCGR1A,M_mono_vs_all_myeloid_positive,v_hs45b
TLR2,M_mono_vs_all_myeloid_positive,v_hs45b
CR1,M_mono_vs_all_myeloid_positive,v_hs45b
ITGAM,M_mono_vs_all_myeloid_positive,v_hs45b
SPI1,M_mono_vs_all_myeloid_positive,v_hs45b
RXRA,M_mono_vs_all_myeloid_positive,v_hs45b
CD14,M_mono_vs_all_myeloid_positive,v_hs45b
CEBPA,M_mono_vs_all_myeloid_positive,v_hs45b
RORC,Lymphoid_tissue_inducer_vs_all_TNK_positive,v_hs75b
IL7R,Lymphoid_tissue_inducer_vs_all_TNK_positive,v_hs75b
IL1R2,Lymphoid_tissue_inducer_vs_all_TNK_positive,v_hs75b
TNFSF11,Lymphoid_tissue_inducer_vs_all_TNK_positive,v_hs75b
KIT,Lymphoid_tissue_inducer_vs_all_TNK_positive,v_hs75b
CCR6,Lymphoid_tissue_inducer_vs_all_TNK_positive,v_hs75b
IL23R,Lymphoid_tissue_inducer_vs_all_TNK_positive,v_hs75b
IL1R1,Lymphoid_tissue_inducer_vs_all_TNK_positive,v_hs75b
AHR,Lymphoid_tissue_inducer_vs_all_TNK_positive,v_hs75b
CD1C,M_DC_monocytic_positive,v_hs50b
MAFB,M_DC_monocytic_positive,v_hs50b
ITGAX,M_DC_monocytic_positive,v_hs50b
FCGR1A,M_DC_monocytic_positive,v_hs50b
CD209,M_DC_monocytic_positive,v_hs50b
CD1A,M_DC_monocytic_positive,v_hs50b
S100A8,M_DC_monocytic_positive,v_hs50b
SIRPA,M_DC_monocytic_positive,v_hs50b
S100A9,M_DC_monocytic_positive,v_hs50b
KLF4,M_DC_monocytic_positive,v_hs50b
MRC1,M_DC_monocytic_positive,v_hs50b
PYGL,glycogenolysis,v_hs58b
PHKG1,glycogenolysis,v_hs58b
PGM3,glycogenolysis,v_hs58b
PYGM,glycogenolysis,v_hs58b
PHKG2,glycogenolysis,v_hs58b
PHKB,glycogenolysis,v_hs58b
PHKA1,glycogenolysis,v_hs58b
AGL,glycogenolysis,v_hs58b
CXCR2,M_granulocyte_vs_all_myeloid_positive,v_hs43b
CSF3R,M_granulocyte_vs_all_myeloid_positive,v_hs43b
ACOD1,M_granulocyte_vs_all_myeloid_positive,v_hs43b
CEACAM8,M_granulocyte_vs_all_myeloid_positive,v_hs43b
FFAR4,M_granulocyte_vs_all_myeloid_positive,v_hs43b
MPO,M_granulocyte_vs_all_myeloid_positive,v_hs43b
CD24,M_granulocyte_vs_all_myeloid_positive,v_hs43b
CTSG,M_granulocyte_vs_all_myeloid_positive,v_hs43b
FUT4,M_granulocyte_vs_all_myeloid_positive,v_hs43b
LTF,M_granulocyte_vs_all_myeloid_positive,v_hs43b
CXCR1,M_granulocyte_vs_all_myeloid_positive,v_hs43b
FCGR3B,M_granulocyte_vs_all_myeloid_positive,v_hs43b
VASP,M_granulocyte_vs_all_myeloid_positive,v_hs43b
ELANE,M_granulocyte_vs_all_myeloid_positive,v_hs43b
AZU1,M_granulocyte_vs_all_myeloid_positive,v_hs43b
KLRB1,ILC3_NCRpos_vs_all_TNK_positive,v_hs85b
IL23R,ILC3_NCRpos_vs_all_TNK_positive,v_hs85b
AHR,ILC3_NCRpos_vs_all_TNK_positive,v_hs85b
KIT,ILC3_NCRpos_vs_all_TNK_positive,v_hs85b
IL1R2,ILC3_NCRpos_vs_all_TNK_positive,v_hs85b
RORC,ILC3_NCRpos_vs_all_TNK_positive,v_hs85b
ICOS,ILC3_NCRpos_vs_all_TNK_positive,v_hs85b
IL7R,ILC3_NCRpos_vs_all_TNK_positive,v_hs85b
TNFSF11,ILC3_NCRpos_vs_all_TNK_positive,v_hs85b
NCR2,ILC3_NCRpos_vs_all_TNK_positive,v_hs85b
DPP4,M_DC_cDC1_positive,v_hs48b
CLEC9A,M_DC_cDC1_positive,v_hs48b
THBD,M_DC_cDC1_positive,v_hs48b
CD8A,M_DC_cDC1_positive,v_hs48b
BTLA,M_DC_cDC1_positive,v_hs48b
IRF8,M_DC_cDC1_positive,v_hs48b
XCR1,M_DC_cDC1_positive,v_hs48b
ID2,M_DC_cDC1_positive,v_hs48b
CADM1,M_DC_cDC1_positive,v_hs48b
CD226,M_DC_cDC1_positive,v_hs48b
CXCL10,M_DC_cDC1_positive,v_hs48b
CD33,M_DC_cDC1_positive,v_hs48b
CXCL9,M_DC_cDC1_positive,v_hs48b
BATF3,M_DC_cDC1_positive,v_hs48b
NCR1,NK_CD56bright_vs_all_TNK_positive,v_hs84b
ITGA5,NK_CD56bright_vs_all_TNK_positive,v_hs84b
KLRF1,NK_CD56bright_vs_all_TNK_positive,v_hs84b
IL7R,NK_CD56bright_vs_all_TNK_positive,v_hs84b
CCR7,NK_CD56bright_vs_all_TNK_positive,v_hs84b
NCR3,NK_CD56bright_vs_all_TNK_positive,v_hs84b
KLRG1,NK_CD56bright_vs_all_TNK_positive,v_hs84b
KLRC1,NK_CD56bright_vs_all_TNK_positive,v_hs84b
IFNG,NK_CD56bright_vs_all_TNK_positive,v_hs84b
KLRK1,NK_CD56bright_vs_all_TNK_positive,v_hs84b
NCAM1,NK_CD56bright_vs_all_TNK_positive,v_hs84b
KLRD1,NK_CD56bright_vs_all_TNK_positive,v_hs84b
IL2RA,NK_CD56bright_vs_all_TNK_positive,v_hs84b
SELL,NK_CD56bright_vs_all_TNK_positive,v_hs84b
IL12RB1,NK_CD56bright_vs_all_TNK_positive,v_hs84b
IL2RB,NK_CD56bright_vs_all_TNK_positive,v_hs84b
KIT,NK_CD56bright_vs_all_TNK_positive,v_hs84b
EOMES,NK_CD56bright_vs_all_TNK_positive,v_hs84b
TBX21,NK_CD56bright_vs_all_TNK_positive,v_hs84b
KLRB1,ILC1_vs_all_TNK_positive,v_hs69b
IL1R1,ILC1_vs_all_TNK_positive,v_hs69b
IL1R2,ILC1_vs_all_TNK_positive,v_hs69b
IL12RB1,ILC1_vs_all_TNK_positive,v_hs69b
NCR3,ILC1_vs_all_TNK_positive,v_hs69b
TNFRSF10A,ILC1_vs_all_TNK_positive,v_hs69b
CXCR3,ILC1_vs_all_TNK_positive,v_hs69b
ALCAM,TNK_tcr_activation_positive,v_hs51b
JAG1,TNK_tcr_activation_positive,v_hs51b
LTA,TNK_tcr_activation_positive,v_hs51b
CCL3,TNK_tcr_activation_positive,v_hs51b
CCL4,TNK_tcr_activation_positive,v_hs51b
FOSL1,TNK_tcr_activation_positive,v_hs51b
PIM3,TNK_tcr_activation_positive,v_hs51b
TNFRSF4,TNK_tcr_activation_positive,v_hs51b
TGFB1,TNK_tcr_activation_positive,v_hs51b
FURIN,TNK_tcr_activation_positive,v_hs51b
SULT2B1,TNK_tcr_activation_positive,v_hs51b
IL17A,TNK_tcr_activation_positive,v_hs51b
CD160,TNK_tcr_activation_positive,v_hs51b
GADD45G,TNK_tcr_activation_positive,v_hs51b
IL3,TNK_tcr_activation_positive,v_hs51b
CCL1,TNK_tcr_activation_positive,v_hs51b
CCR8,TNK_tcr_activation_positive,v_hs51b
TNFSF14,TNK_tcr_activation_positive,v_hs51b
ATF3,TNK_tcr_activation_positive,v_hs51b
IL17F,TNK_tcr_activation_positive,v_hs51b
LCK,TNK_tcr_activation_positive,v_hs51b
CD8B,TNK_tcr_activation_positive,v_hs51b
NFATC2,TNK_tcr_activation_positive,v_hs51b
NFATC1,TNK_tcr_activation_positive,v_hs51b
CISH,TNK_tcr_activation_positive,v_hs51b
PTGER2,TNK_tcr_activation_positive,v_hs51b
TNFSF11,TNK_tcr_activation_positive,v_hs51b
TNFRSF21,TNK_tcr_activation_positive,v_hs51b
SYP,TNK_tcr_activation_positive,v_hs51b
SLC7A1,TNK_tcr_activation_positive,v_hs51b
NKG7,TNK_tcr_activation_positive,v_hs51b
CRABP2,TNK_tcr_activation_positive,v_hs51b
SEMA7A,TNK_tcr_activation_positive,v_hs51b
IER3,TNK_tcr_activation_positive,v_hs51b
SLC16A1,TNK_tcr_activation_positive,v_hs51b
IL13,TNK_tcr_activation_positive,v_hs51b
RGS16,TNK_tcr_activation_positive,v_hs51b
NEK6,TNK_tcr_activation_positive,v_hs51b
CSF2,TNK_tcr_activation_positive,v_hs51b
IL4,TNK_tcr_activation_positive,v_hs51b
TNFSF8,TNK_tcr_activation_positive,v_hs51b
ZBTB32,TNK_tcr_activation_positive,v_hs51b
FOSL2,TNK_tcr_activation_positive,v_hs51b
HAVCR2,TNK_tcr_activation_positive,v_hs51b
GFI1,TNK_tcr_activation_positive,v_hs51b
IL10,TNK_tcr_activation_positive,v_hs51b
FOSB,TNK_tcr_activation_positive,v_hs51b
IFNG,TNK_tcr_activation_positive,v_hs51b
EGR1,TNK_tcr_activation_positive,v_hs51b
TNFRSF9,TNK_tcr_activation_positive,v_hs51b
IL21,TNK_tcr_activation_positive,v_hs51b
UTF1,TNK_tcr_activation_positive,v_hs51b
MFSD2A,TNK_tcr_activation_positive,v_hs51b
IL24,TNK_tcr_activation_positive,v_hs51b
IL15RA,TNK_tcr_activation_positive,v_hs51b
NR4A3,TNK_tcr_activation_positive,v_hs51b
MIR193,TNK_tcr_activation_positive,v_hs51b
CD40LG,TNK_tcr_activation_positive,v_hs51b
RELA,TNK_tcr_activation_positive,v_hs51b
BCAT1,TNK_tcr_activation_positive,v_hs51b
XCL1,TNK_tcr_activation_positive,v_hs51b
STAT5A,TNK_tcr_activation_positive,v_hs51b
ALPL,TNK_tcr_activation_positive,v_hs51b
IL5,TNK_tcr_activation_positive,v_hs51b
MAFF,TNK_tcr_activation_positive,v_hs51b
IL2,TNK_tcr_activation_positive,v_hs51b
JCHAIN,B_memory_double_negative_vs_all_B_positive,v_hs7b
IGHA1,B_memory_double_negative_vs_all_B_positive,v_hs7b
IGHM,B_memory_double_negative_vs_all_B_positive,v_hs7b
IGHA2,B_memory_double_negative_vs_all_B_positive,v_hs7b
IGHG1,B_memory_double_negative_vs_all_B_positive,v_hs7b
IGHG3,B_memory_double_negative_vs_all_B_positive,v_hs7b
IGHG2,B_memory_double_negative_vs_all_B_positive,v_hs7b
IGHG4,B_memory_double_negative_vs_all_B_positive,v_hs7b
FCRL5,B_memory_double_negative_vs_all_B_positive,v_hs7b
ITGAX,B_memory_double_negative_vs_all_B_positive,v_hs7b
CXCR3,B_memory_double_negative_vs_all_B_positive,v_hs7b
CD24,B_memory_double_negative_vs_all_B_positive,v_hs7b
FAS,B_memory_double_negative_vs_all_B_positive,v_hs7b
IL6ST,B_plasma_vs_all_B_positive,v_hs4b
IL6RA,B_plasma_vs_all_B_positive,v_hs4b
ZBTB20,B_plasma_vs_all_B_positive,v_hs4b
TNFRSF17,B_plasma_vs_all_B_positive,v_hs4b
IRF4,B_plasma_vs_all_B_positive,v_hs4b
PRDM1,B_plasma_vs_all_B_positive,v_hs4b
XBP1,B_plasma_vs_all_B_positive,v_hs4b
ENPP1,B_plasma_vs_all_B_positive,v_hs4b
IL6R,B_plasma_vs_all_B_positive,v_hs4b
HLA-DMA,B_plasma_vs_all_B_positive,v_hs4b
AICDA,B_plasma_vs_all_B_positive,v_hs4b
HLA-DRB3,B_plasma_vs_all_B_positive,v_hs4b
HLA-DOB,B_plasma_vs_all_B_positive,v_hs4b
HLA-DQB1,B_plasma_vs_all_B_positive,v_hs4b
HLA-DRB4,B_plasma_vs_all_B_positive,v_hs4b
HLA-DPB1,B_plasma_vs_all_B_positive,v_hs4b
SDC1,B_plasma_vs_all_B_positive,v_hs4b
HLA-DMB,B_plasma_vs_all_B_positive,v_hs4b
CD38,B_plasma_vs_all_B_positive,v_hs4b
MKI67,B_plasma_vs_all_B_positive,v_hs4b
CD27,B_plasma_vs_all_B_positive,v_hs4b
HLA-DQA1,B_plasma_vs_all_B_positive,v_hs4b
HLA-DRA,B_plasma_vs_all_B_positive,v_hs4b
SLAMF7,B_plasma_vs_all_B_positive,v_hs4b
HLA-DPA1,B_plasma_vs_all_B_positive,v_hs4b
LTA,B_germinal_center_vs_all_B_positive,v_hs2b
CXCL13,B_germinal_center_vs_all_B_positive,v_hs2b
BCL6,B_germinal_center_vs_all_B_positive,v_hs2b
TCF3,B_germinal_center_vs_all_B_positive,v_hs2b
CD38,B_germinal_center_vs_all_B_positive,v_hs2b
TLR4,B_germinal_center_vs_all_B_positive,v_hs2b
MKI67,B_germinal_center_vs_all_B_positive,v_hs2b
AICDA,B_germinal_center_vs_all_B_positive,v_hs2b
IGHM,B_pb_t1_vs_all_B_positive,v_hs14b
JCHAIN,B_pb_t1_vs_all_B_positive,v_hs14b
IL10,B_pb_t1_vs_all_B_positive,v_hs14b
CD38,B_pb_t1_vs_all_B_positive,v_hs14b
PRSS3,B_pb_t1_vs_all_B_positive,v_hs14b
CD24,B_pb_t1_vs_all_B_positive,v_hs14b
MME,B_pb_t1_vs_all_B_positive,v_hs14b
HPSE,mast_cell_granule_effectors,v_hs1b
IL5,mast_cell_granule_effectors,v_hs1b
TPH2,mast_cell_granule_effectors,v_hs1b
GUSB,mast_cell_granule_effectors,v_hs1b
TGFB1,mast_cell_granule_effectors,v_hs1b
ADAMTS5,mast_cell_granule_effectors,v_hs1b
CTSC,mast_cell_granule_effectors,v_hs1b
FGF2,mast_cell_granule_effectors,v_hs1b
CTSE,mast_cell_granule_effectors,v_hs1b
HDC,mast_cell_granule_effectors,v_hs1b
SRGN,mast_cell_granule_effectors,v_hs1b
NGF,mast_cell_granule_effectors,v_hs1b
HEXB,mast_cell_granule_effectors,v_hs1b
CHGA,mast_cell_granule_effectors,v_hs1b
IL6,mast_cell_granule_effectors,v_hs1b
GZMB,mast_cell_granule_effectors,v_hs1b
TPH1,mast_cell_granule_effectors,v_hs1b
ARSA,mast_cell_granule_effectors,v_hs1b
CTSD,mast_cell_granule_effectors,v_hs1b
MMP9,mast_cell_granule_effectors,v_hs1b
SCG3,mast_cell_granule_effectors,v_hs1b
CAMP,mast_cell_granule_effectors,v_hs1b
PRG2,mast_cell_granule_effectors,v_hs1b
TH,mast_cell_granule_effectors,v_hs1b
IL15,mast_cell_granule_effectors,v_hs1b
VEGFA,mast_cell_granule_effectors,v_hs1b
CLEC11A,mast_cell_granule_effectors,v_hs1b
TNF,mast_cell_granule_effectors,v_hs1b
IL4,mast_cell_granule_effectors,v_hs1b
CMA1,mast_cell_granule_effectors,v_hs1b
CTSL,mast_cell_granule_effectors,v_hs1b
REN,mast_cell_granule_effectors,v_hs1b
CASP3,mast_cell_granule_effectors,v_hs1b
CTSB,mast_cell_granule_effectors,v_hs1b
CPA3,mast_cell_granule_effectors,v_hs1b
CXCR1,NK_CD56dim_vs_all_TNK_positive,v_hs77b
CXCR2,NK_CD56dim_vs_all_TNK_positive,v_hs77b
KLRK1,NK_CD56dim_vs_all_TNK_positive,v_hs77b
GZMB,NK_CD56dim_vs_all_TNK_positive,v_hs77b
KLRG1,NK_CD56dim_vs_all_TNK_positive,v_hs77b
EOMES,NK_CD56dim_vs_all_TNK_positive,v_hs77b
ITGA5,NK_CD56dim_vs_all_TNK_positive,v_hs77b
GZMA,NK_CD56dim_vs_all_TNK_positive,v_hs77b
KLRF1,NK_CD56dim_vs_all_TNK_positive,v_hs77b
NCR1,NK_CD56dim_vs_all_TNK_positive,v_hs77b
NCAM1,NK_CD56dim_vs_all_TNK_positive,v_hs77b
KLRD1,NK_CD56dim_vs_all_TNK_positive,v_hs77b
PRF1,NK_CD56dim_vs_all_TNK_positive,v_hs77b
FCGR3A,NK_CD56dim_vs_all_TNK_positive,v_hs77b
TBX21,NK_CD56dim_vs_all_TNK_positive,v_hs77b
CX3CR1,NK_CD56dim_vs_all_TNK_positive,v_hs77b
IL2RB,NK_CD56dim_vs_all_TNK_positive,v_hs77b
NCR3,NK_CD56dim_vs_all_TNK_positive,v_hs77b
IL12RB1,NK_CD56dim_vs_all_TNK_positive,v_hs77b
PRSS3,B_pb_t3_vs_all_B_positive,v_hs16b
IGHD,B_pb_t3_vs_all_B_positive,v_hs16b
CD24,B_pb_t3_vs_all_B_positive,v_hs16b
CD38,B_pb_t3_vs_all_B_positive,v_hs16b
IL10,B_pb_t3_vs_all_B_positive,v_hs16b
